productID,price,title,bodycontent,productURL
226061839,0,Honda msx125,Honda,https://sg.carousell.com/p/Honda-msx125-226061839
245110337,"5,300",Honda CBR250R,Honda,https://sg.carousell.com/p/Honda-CBR250R-245110337
283933823,"16,300",Honda Crossrunner,Honda,https://sg.carousell.com/p/Honda-Crossrunner-283933823
256186478,"77,800",HONDA NBOX SLASH,"The New Honda N-Box Slash Kei Car. The Very First In Singapore!  Looking For More Trendy And Fun To Drive Car ?  If You Are After A Small Car With loads Of Space That Is Also Comfortable And Gives Pretty Decent Fuel Average, Then The Honda N-Box Is For You!  ✔ HID Headlights ✔ Honda Smart Key System",https://sg.carousell.com/p/HONDA-NBOX-SLASH-256186478
1007423656,40,Honda Sunshade,Honda Shuttle magnetic sunshade in mint condition.   Barely used.  Negotiable. ,https://sg.carousell.com/p/Honda-Sunshade-1007423656
264676431,10,Honda reflective shirt,Only left L size,https://sg.carousell.com/p/Honda-reflective-shirt-264676431
283595520,"12,500",HONDA NC750X,Honda,https://sg.carousell.com/p/HONDA-NC750X-283595520
282899769,0,Honda Cb150,Honda,https://sg.carousell.com/p/Honda-Cb150-282899769
256333600,"77,800",HONDA NBOX SLASH,"The New Honda N-Box Slash Kei Car. The Very First In Singapore!  Looking For More Trendy And Fun To Drive Car ?  If You Are After A Small Car With loads Of Space That Is Also Comfortable And Gives Pretty Decent Fuel Average, Then The Honda N-Box Is For You!  ✔ HID Headlights ✔ Honda Smart Key System",https://sg.carousell.com/p/HONDA-NBOX-SLASH-256333600
198868763,"11,000",Honda Cb400x,Honda,https://sg.carousell.com/p/Honda-Cb400x-198868763
251378707,"13,500",Honda CB400x,Honda,https://sg.carousell.com/p/Honda-CB400x-251378707
281072108,"9,500",Honda CB125F,Honda,https://sg.carousell.com/p/Honda-CB125F-281072108
283915726,1,CB150R Honda,Honda,https://sg.carousell.com/p/CB150R-Honda-283915726
279782504,"14,000",Honda CB400,Honda,https://sg.carousell.com/p/Honda-CB400-279782504
1008097454,90,Honda stream,"Hi, selling Honda Stream yr 06-09 front grill. condition 8/10.",https://sg.carousell.com/p/Honda-stream-1008097454
1006952458,"7,800",Honda CB400F,Honda,https://sg.carousell.com/p/Honda-CB400F-1006952458
282892401,0,Honda Cb190Tr,Honda,https://sg.carousell.com/p/Honda-Cb190Tr-282892401
227033458,0,HONDA PCX150,Honda,https://sg.carousell.com/p/HONDA-PCX150-227033458
1006937542,"12,900",HONDA Shadow400,Honda,https://sg.carousell.com/p/HONDA-Shadow400-1006937542
1005909813,30,Wts honda vezel original speaker set,selling Honda vezel original speaker + tweeter set. selling fix at $30 dollar and self collection at woodlands /Admiralty area.,https://sg.carousell.com/p/Wts-honda-vezel-original-speaker-set-1005909813
