productID,price,title,bodycontent,productURL
249215678,0,Bajaj Pulsar 135LS,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-135LS-249215678
244295956,"4,200",Bajaj Pulsar NS200 [COE 2023],Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-NS200-[COE-2023]-244295956
1006633068,"4,000",Bajaj Pulsar NS 200,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-NS-200-1006633068
1005314700,"5,900",BAJAJ,Bajaj,https://sg.carousell.com/p/BAJAJ-1005314700
286604607,"2,500",Bajaj pulsar 200 dtsi 2009,Selling bajaj pulsar 200 dtsi 2009 model. COE RENEWED FOR 10 YEARS Great economic bike gives great petrol mileage good for dispatch use. Recently changed top block and piston. Need to be changed is clutch plates and tires. I have the clucth plate will pass it to the buyer of this bike can  fix at he,https://sg.carousell.com/p/Bajaj-pulsar-200-dtsi-2009-286604607
1006624797,"3,000",Bajaj Pulsar 180,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-180-1006624797
281632206,"7,000",Bajaj Pulsar NS200,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-NS200-281632206
1003921723,"3,900",Bajaj pulsar 200,Bajaj,https://sg.carousell.com/p/Bajaj-pulsar-200-1003921723
1007545287,"6,800",Bajaj Pulsar Rs200 Abs wtt wts,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-Rs200-Abs-wtt-wts-1007545287
194421163,50,Bajaj Pulsar NS200 Grounding Kit,"What if we tell you that grounding able to solve your motorcycle slow and laggy throttle respond, improve your bike current flow and SAVE FUEL!! Without breaking your bank or wallet, right now I will be giving away a special promotion..read on!  There is a lot of benefits that you will get by gettin",https://sg.carousell.com/p/Bajaj-Pulsar-NS200-Grounding-Kit-194421163
1006647542,30,Bajaj pulsar ns200 for rent,Bajaj pulsar ns200 for rent at $30/day Monthky rental will be cheaper Insurance covered for all delivery jobs Watsapp 87665543 for any enquiry,https://sg.carousell.com/p/Bajaj-pulsar-ns200-for-rent-1006647542
280379851,"9,500",Bajaj Pulsar RS200 Graphite Black (2019 model),Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-RS200-Graphite-Black-(2019-model)-280379851
235852394,115,Original Trusted 500w BAJAJ 3in1 Electric Food Grinder,Kitchenware,https://sg.carousell.com/p/Original-Trusted-500w-BAJAJ-3in1-Electric-Food-Grinder-235852394
207509682,"5,000",2014 Bajaj Pulsar 200NS,Bajaj,https://sg.carousell.com/p/2014-Bajaj-Pulsar-200NS-207509682
1006477427,350,Nego Bajaj Pulsar Dtsi 200 Overhaul Parts,"Bajaj Pulsar DTSI 200 model  Parts are :  Block & Piston Crankshaft   Parts conditions are brand new, bought it to standby for overhaul but sold off my bike already... ",https://sg.carousell.com/p/Nego-Bajaj-Pulsar-Dtsi-200-Overhaul-Parts-1006477427
268767668,"9,000",Bajaj Dominar 400,Bajaj,https://sg.carousell.com/p/Bajaj-Dominar-400-268767668
282349556,"1,000",Kawasaki Ninja 400,Kawasaki,https://sg.carousell.com/p/Kawasaki-Ninja-400-282349556
271921500,"3,200",Bajaj pulsar 200 dtsi for sale,Bajaj,https://sg.carousell.com/p/Bajaj-pulsar-200-dtsi-for-sale-271921500
242054439,"3,500",Bajaj Pulsar 200DTSI,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-200DTSI-242054439
1005589804,"10,500",BAJAJ PULSAR NS200,Bajaj,https://sg.carousell.com/p/BAJAJ-PULSAR-NS200-1005589804
282896985,"7,150",Bajaj Pulsar Rs200 with ABS (Best 2B bike in the class),Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-Rs200-with-ABS-(Best-2B-bike-in-the-class)-282896985
286247199,"7,600",Bajaj Pulsar RS200,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-RS200-286247199
280817276,0,Bajaj Pulsar NS200 Spray & Service,Bajaj Pulsar NS200 up for  -Make over -Fork Service -Steering Cone replacement -Chain & Sprocket replacement #888garage #bajajpulsar #ns200 #candygreen #spraypaint #liquimolyforkoil ,https://sg.carousell.com/p/Bajaj-Pulsar-NS200-Spray-&-Service-280817276
280218917,20,Bajaj Food Processor,Bajaj FX7 food processor (for indians only as 3 jars need to be bought new). Jars are easily available with bajaj customer care T 350-400 INR each. Just need to order and collect in india.  Selling cheap as jars need replacement. But everything is in good working condition.,https://sg.carousell.com/p/Bajaj-Food-Processor-280218917
174468852,"7,600",Pulsar NS200 FI / Bajaj 200 NS FI / 2B / COE 2026,Bajaj,https://sg.carousell.com/p/Pulsar-NS200-FI-/-Bajaj-200-NS-FI-/-2B-/-COE-2026-174468852
1002198937,"6,800",Bajaj Pulsar RS200 with ABS for sale,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-RS200-with-ABS-for-sale-1002198937
1004422907,45,‼Bajaj Pulsar NS200 For Rent,https://wa.me/6596567058  OPEN 24HOURS   Collect at our workshop Maxtune Motor Wcega Plaza #03-01  Or  Collect at our workshop Yong Seng Heng Pioneer Point #01-12  BRAND NEW BIKES AVAILABLE - XMAX 300 - HONDA CBR150RR - AEROX - MT15 - KTM DUKE 200 - R3  POPULAR MODELS 2B - SPARK  - X1R - GILERA - NU,https://sg.carousell.com/p/‼Bajaj-Pulsar-NS200-For-Rent-1004422907
1005849698,"3,800",Bajaj Pulsar NS200,Bajaj,https://sg.carousell.com/p/Bajaj-Pulsar-NS200-1005849698
1006207269,"11,500",10 months old Royal Enfield classic 500 chrome NOT honda yamaha suzuki kawasaki aprilia moto guzzi triumph ducati KTM SYM Kymco Bajaj,Royal Enfield,https://sg.carousell.com/p/10-months-old-Royal-Enfield-classic-500-chrome-NOT-honda-yamaha-suzuki-kawasaki-aprilia-moto-guzzi-triumph-ducati-KTM-SYM-Kymco-Bajaj-1006207269
1004104645,10,Bajaj pulsar under seat tool kit,Self collect Under seat tool kit for bajaj pulsar ns 200  What you see is what you get,https://sg.carousell.com/p/Bajaj-pulsar-under-seat-tool-kit-1004104645
1003563907,60,Ktm / Bajaj Lever set,"Hi, It's our in-House brand levers  Available on 2 colors as per photo,  Model fit  Ktm Duke/Rc 125/200/250/390 all year Bajaj Ns200,RS200 , Dominar 400   Ready stock and price incl installation   #ktmduke #ktmrc #duke200 #rc200 #bajaj #ns200 #rs200 #pulsar #dominar400",https://sg.carousell.com/p/Ktm-/-Bajaj-Lever-set-1003563907
1007300101,8,Yoshimura USA / LeoVince Exhaust Systems Keychain,"$8 each, simple keychain to attach to your keys, bag, or anywhere u like.   1 for $8, 2 for $14!  Will throw in a small carabiner with each keychain bought for FREE :D  Thick, rubber keychain with designs on both sides. Quality assured, using it myself as well 👌  Tags: yamaha, honda cbr, gsxr, kawas",https://sg.carousell.com/p/Yoshimura-USA-/-LeoVince-Exhaust-Systems-Keychain-1007300101
278307017,150,Bajaj NS200 Chain Sprocket set,"Chain Sprocket Set for bajaj  Model can use NS200/RS 200  Front 14T Using Original KTM Sprocket Rear 39T/ 40T RK Premium Sprocket  Drive Chain : Regina Z Ring Gold Chain (Made in Italy)  Price includes Installation.   Location : krazy Throttle Motors & Trading Pte Ltd  5 Soon Lee St, (Pioneer Point)",https://sg.carousell.com/p/Bajaj-NS200-Chain-Sprocket-set-278307017
1006635782,320,"ADV II Footpegs - BMW, Honda, Husqvarna & KTM","ADV II Footpegs - BMW, Honda, Husqvarna & KTM  Free Delivery!  https://wa.me/6592473188 www.motosiao.com www.facebook.com/MotosiaoSingapore           Tag - Boots Offroad KTM Suzuki Honda Yamaha Kawasaki Piaggio Aprilia Gilera Vespa Triumph Norton Royal Enfield Adiva Benelli Harley Victory Indian Baj","https://sg.carousell.com/p/ADV-II-Footpegs---BMW,-Honda,-Husqvarna-&-KTM-1006635782"
287601407,12,Bajaj Mixer - No Jar,Kitchenware,https://sg.carousell.com/p/Bajaj-Mixer---No-Jar-287601407
1005977289,50,Pulsar 200NS -Chain&Sprockets+Connecting link,Pulsar 200NS Chain &Sprockets plus the connecting link. Bought from Bajaj Shop in India. I have sold my bike and selling this away for a good price.,https://sg.carousell.com/p/Pulsar-200NS--Chain&Sprockets+Connecting-link-1005977289
